RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,State Senate District,State Representative District,EBF Tier,% EBF Capacity to Meet Expectations,# School Enrollment,$ Site-Level Per-Pupil Expenditures - Federal,$ Site-level Per-Pupil Expenditures - State/Local,$ Site-level PEr-Pupil Expenditures - Subtotal,$ District Centralized Per-Pupil Expenditure - Federal,$ District Centralized Per-Pupil Expenditure - State/Local,$ District Centralized Per-Pupil Expenditure - Subtotal,$ Total Per-Pupil Expenditures - Federal,$ Total Per-Pupil Expenditures - State/Local,$ Total Per-Pupil Expenditures - Subtotal,$ Exclusions,$ Total Expenditures,$ Local Property Taxes 2017-18,% Local Property Taxes 2017-18,$ Other Local Funding 2017-18,% Other Local Funding 2017-18,$ General State Aid 2017-18,% General State Aid 2017-18,$ Other State Funding 2017-18,% Other State Funding 2017-18,$ Federal Funding 2017-18,% Federal Funding 2017-18,$ Total Revenue Source 2017-18,$ EAV per Pupil 2017-18,$ Total School Tax Rate per $100 2017-18,$ Instructional Expenditure per Pupil 2017-18,$ Operating Expenditures 2017-18,$ Instruction 2017-18,% Instruction 2017-18,$ General Admin 2017-18,% General Admin 2017-18,$ Supporting Services 2017-18,% Supporting Services 2017-18,$ Other Expenditures 2017-18,% Other Expenditures 2017-18,$ Education Fund 2017-18,% Education Fund 2017-18,$ Operations/B/M 2017-18,% Operations/B/M 2017-18,$ Transportation 2017-18,% Transportation 2017-18,$ Debt Service 2017-18,% Debt Service 2017-18,$ Tort 2017-18,% Tort 2017-18,$ Munic. Ret. / Soc. Security 2017-18,% Munic. Ret. / Soc. Security 2017-18,$ Fire Prev. & Safety 2017-18,% Fire Prev. & Safety 2017-18,$ Capital Projects Fund 2017-18,% Capital Projects Fund 2017-18,$ Total Expenditures 2017-18
010691170222005,School,Washington Elem School,Jacksonville SD 117,Jacksonville,Morgan,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,50,100,2,67,268.5,754.43,5508.51,6262.94,530.82,5084.56,5615.38,1285.25,10593.07,11878.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010691170222006,School,Lincoln Elem School,Jacksonville SD 117,Jacksonville,Morgan,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,50,100,2,67,246.5,637.47,4412.85,5050.32,530.82,5084.56,5615.38,1168.29,9497.41,10665.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010691170222007,School,South Jacksonville Elem School,Jacksonville SD 117,South Jacksonville,Morgan,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,50,100,2,67,323,346.93,3994.15,4341.08,530.82,5084.56,5615.38,877.75,9078.71,9956.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010691170222008,School,North Jacksonville School,Jacksonville SD 117,Jacksonville,Morgan,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,50,100,2,67,130,767.71,5033.47,5801.18,530.82,5084.56,5615.38,1298.53,10118.03,11416.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010691170222009,School,Murrayville-Woodson Elem School,Jacksonville SD 117,Murrayville,Morgan,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,50,100,2,67,150.5,829.4,4602.35,5431.75,530.82,5084.56,5615.38,1360.22,9686.91,11047.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010691170223012,School,The Early Years,Jacksonville SD 117,Jacksonville,Morgan,UNIT,LARGE,PreK,PK,,,"Eligible, but Not a Participant in Title I Program",50,100,2,67,205.88,0,6328.18,6328.18,435.09,4098.61,4533.7,435.09,10426.79,10861.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750030260000,District,,Pleasant Hill CUSD 3,Pleasant Hill,Pike,UNIT,SMALL,,,,,,,,1,63.8,318.5,607.74,5790.401036,6398.141036,256.9946939,3610.239513,3867.234207,864.7346939,9400.640549,10265.37524,438314,3707836.015,1742564,49.7,222581,6.4,1000307,28.5,346827,9.9,191542,5.5,3503821,97606.65,5.73,6327.19,11503.48,1775663,44.4,222829,5.6,1134145,28.4,864400,21.6,2629362,65.8,208376,5.2,221975,5.6,582438,14.6,97834,2.4,152556,3.8,22401,0.6,82095,2.1,3997037
010750030260002,School,Pleasant Hill High School,Pleasant Hill CUSD 3,Pleasant Hill,Pike,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,,,"Eligible, but Not a Participant in Title I Program",50,100,1,63.8,74,382.8,10280.68,10663.48,254.4,3576.9,3831.3,637.2,13857.58,14494.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750030262001,School,Pleasant Hill Elem School,Pleasant Hill CUSD 3,Pleasant Hill,Pike,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,50,100,1,63.8,244.5,675.82,4431.38,5107.2,257.78,3620.33,3878.11,933.6,8051.71,8985.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750040260000,District,,Griggsville-Perry CUSD 4,Griggsville,Pike,UNIT,SMALL,,,,,,,,2,74.4,366.38,1046.623487,7112.38548,8159.008967,144.1152,3993.0848,4137.2,1190.738687,11105.47028,12296.20897,543774,5048859.041,2319370,43.2,351712,6.5,1631546,30.4,589943,11,481082,9,5373653,108491.57,5.74,5992.48,11942.91,2128109,42.2,692872,13.8,1402714,27.8,815205,16.2,3169538,62.9,292421,5.8,457533,9.1,421697,8.4,453207,9,126797,2.5,0,0,117707,2.3,5038900
010750040260002,School,Griggsville-Perry High School,Griggsville-Perry CUSD 4,Griggsville,Pike,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,50,100,2,74.4,86.13,1203.9699,8185.076,9389.0459,144.1152,3993.0848,4137.2,1348.0851,12178.1608,13526.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750040261002,School,Griggsville-Perry Middle School,Griggsville-Perry CUSD 4,Perry,Pike,UNIT,SMALL,MIDDLE SCHL, 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,50,100,2,74.4,121.5,978.6082,7237.7577,8216.3659,144.1152,3993.0848,4137.2,1122.7234,11230.8425,12353.5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750040262001,School,Griggsville-Perry Primary School,Griggsville-Perry CUSD 4,Griggsville,Pike,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4,Commendable,All Students,Schoolwide Title I Program,50,100,2,74.4,158.75,1013.3108,6434.4418,7447.7526,144.1152,3993.0848,4137.2,1157.426,10427.5266,11584.9526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750100260000,District,,Pikeland CUSD 10,Pittsfield,Pike,UNIT,MEDIUM,,,,,,,,1,64.1,1187.35,493.5354588,6433.095128,6926.630587,187.0932101,2487.452383,2674.545593,680.6286689,8920.54751,9601.176179,1765585.71,13165542.25,4923955,35.9,1193431,8.7,5157389,37.6,1356987,9.9,1089010,7.9,13720772,101441.42,4.11,5492.03,9876,6249381,47.4,720559,5.5,3778338,28.6,2440830,18.5,9000663,68.2,718047,5.4,1207379,9.2,1310419,9.9,399586,3,445259,3.4,76374,0.6,31381,0.2,13189108
010750100260009,School,Pittsfield High School,Pikeland CUSD 10,Pittsfield,Pike,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",50,100,1,64.1,323.3,45.93,7963.21,8009.14,187.11,2499.87,2686.98,233.04,10463.08,10696.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750100262007,School,Pittsfield South Elem School,Pikeland CUSD 10,Pittsfield,Pike,UNIT,MEDIUM,ELEMENTARY,PK K 1 2,Commendable,All Students,Targeted Assistance Title I Program,50,100,1,64.1,299.3,873.66,5107.54,5981.2,187.1,2433.06,2620.16,1060.76,7540.6,8601.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750100262010,School,Pikeland Community School,Pikeland CUSD 10,Pittsfield,Pike,UNIT,MEDIUM,ELEMENTARY, 3 4 5 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,50,100,1,64.1,564.75,548.32,6259.66,6807.98,187.08,2509.17,2696.25,735.4,8768.83,9504.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750120260000,District,,Western CUSD 12,Barry,Pike,UNIT,MEDIUM,,,,,,,,2,67.7,478.55,376.9575447,9572.57223,9949.529774,0,1993.09,1993.09,376.9575447,11565.66223,11942.61977,898665.23,6613805.923,3142715,42.7,522933,7.1,2105921,28.6,1154752,15.7,438600,6,7364921,112705.67,5.59,5244.65,10658.88,2542398,38,743533,11.1,2225183,33.2,1186522,17.7,4301361,64.2,294264,4.4,491084,7.3,534163,8,493259,7.4,214647,3.2,11393,0.2,357465,5.3,6697636
010750120260001,School,Western High School,Western CUSD 12,Barry,Pike,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",50,100,2,67.7,137.55,27.86,11635.91,11663.77,0,1993.09,1993.09,27.86,13629,13656.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750120261001,School,Western Jr High School,Western CUSD 12,Kinderhook,Pike,UNIT,MEDIUM,MIDDLE SCHL,PK 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,50,100,2,67.7,118,116.23,11433.02,11549.25,0,1993.09,1993.09,116.23,13426.11,13542.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010750120262001,School,Western Barry Elem,Western CUSD 12,Barry,Pike,UNIT,MEDIUM,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,50,100,2,67.7,223,730.25,7315.42,8045.67,0,1993.09,1993.09,730.25,9308.51,10038.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010860010260000,District,,Winchester CUSD 1,Winchester,Scott,UNIT,MEDIUM,,,,,,,,1,63.6,618.75,128.2163271,4845.554446,4973.770773,0,5272.64,5272.64,128.2163271,10118.19445,10246.41077,453515.2,6793481.866,2364868,35.1,460993,6.8,2709955,40.2,842798,12.5,356425,5.3,6735039,88395.42,4.58,5755.81,10012.36,3150959,30.3,698243,6.7,1631355,15.7,4934574,47.4,4413669,42.4,248581,2.4,432898,4.2,297481,2.9,565247,5.4,169265,1.6,3556562,34.1,731428,7,10415131
010860010260001,School,Winchester High School,Winchester CUSD 1,Winchester,Scott,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",50,100,1,63.6,180.34,262.74,6803.97,7066.71,0,5272.64,5272.64,262.74,12076.61,12339.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010860010262002,School,Winchester Elem School,Winchester CUSD 1,Winchester,Scott,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,50,100,1,63.6,438.41,72.88,4039.96,4112.84,0,5272.64,5272.64,72.88,9312.6,9385.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010860020260000,District,,Scott-Morgan CUSD 2,Bluffs,Scott,UNIT,SMALL,,,,,,,,1,62.6,237,467.4843882,5578.963755,6046.448143,123.8918565,2073.928903,2197.820759,591.3762447,7652.892658,8244.268903,201635.21,2155526.94,1180633,43.7,239693,8.9,856687,31.7,233145,8.6,192914,7.1,2703072,94419.91,5.24,6361.6,11242.88,1351712,51.6,220989,8.4,916929,35,131110,5,1962934,74.9,136639,5.2,165328,6.3,102316,3.9,81313,3.1,80596,3.1,71694,2.7,19920,0.8,2620740
010860020260001,School,Bluffs High School,Scott-Morgan CUSD 2,Bluffs,Scott,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,,,"Eligible, but Not a Participant in Title I Program",50,100,1,62.6,65.5,0,4919.85,4919.85,123.91,2074.28,2198.19,123.91,6994.13,7118.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010860020261001,School,Bluffs Junior High School,Scott-Morgan CUSD 2,Bluffs,Scott,UNIT,SMALL,MIDDLE SCHL, 6 7 8,Lowest Performing,All Students,Schoolwide Title I Program,50,100,1,62.6,64,0,3263.94,3263.94,123.91,2074.29,2198.2,123.91,5338.23,5462.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010860020262001,School,Bluffs Elementary School,Scott-Morgan CUSD 2,Bluffs,Scott,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,50,100,1,62.6,107.5,1030.64,7358.81,8389.45,123.87,2073.5,2197.37,1154.51,9432.31,10586.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030010260000,District,,Mulberry Grove CUSD 1,Mulberry Grove,Bond,UNIT,SMALL,,,,,,,,1,59.7,415.25,363.7980614,3750.638164,4114.436225,421.4242384,4298.846045,4720.270283,785.2222998,8049.484208,8834.706508,462850.86,4131462.737,1465680,33.2,238011,5.4,1963951,44.5,319955,7.3,422236,9.6,4409833,76583.33,4.92,5551.59,9364.47,2071465,49.6,340536,8.1,1024305,24.5,742578,17.8,2855069,68.3,135730,3.2,258350,6.2,371594,8.9,203403,4.9,108440,2.6,0,0,246298,5.9,4178884
030030010260001,School,Mulberry Grove Sr High School,Mulberry Grove CUSD 1,Mulberry Grove,Bond,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",54,107,1,59.7,121.5,433.32,3487.19,3920.51,424.1,4299.66,4723.76,857.42,7786.85,8644.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030010261001,School,Mulberry Grove Jr High School,Mulberry Grove CUSD 1,Mulberry Grove,Bond,UNIT,SMALL,MIDDLE SCHL, 6 7 8,Commendable,All Students,Schoolwide Title I Program,54,107,1,59.7,99.5,141.93,3158.85,3300.78,424.1,4299.66,4723.76,566.03,7458.51,8024.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030010262001,School,Mulberry Grove Elem School,Mulberry Grove CUSD 1,Mulberry Grove,Bond,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,54,107,1,59.7,194.25,433.96,4218.55,4652.51,418.38,4297.92,4716.3,852.34,8516.47,9368.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030020260000,District,,Bond County CUSD 2,Greenville,Bond,UNIT,LARGE,,,,,,,,1,62.7,1838,334.054407,7791.873232,8125.927639,107.8803047,1568.571273,1676.451578,441.9347116,9360.444505,9802.379217,2785335,20802108,8409156,39.6,1128179,5.3,7009376,33,3241025,15.3,1461072,6.9,21248808,98830.72,4.94,6377.09,9713.57,10541839,51.5,989930,4.8,5184814,25.3,3745942,18.3,14779317,72.2,922631,4.5,724687,3.5,2226882,10.9,657027,3.2,639489,3.1,76847,0.4,435645,2.1,20462525
030030020260001,School,Bond Cty Comm Unit 2 High School,Bond County CUSD 2,Greenville,Bond,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",54,107,1,62.7,534,95,7916,8011,6,1504,1510,101,9420,9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030020261002,School,Greenville Jr High School,Bond County CUSD 2,Greenville,Bond,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Schoolwide Title I Program,54,107,1,62.7,293,436,7448,7884,168,1601,1769,604,9049,9653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030020262003,School,Greenville Elem School,Bond County CUSD 2,Greenville,Bond,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,54,107,1,62.7,663,408,6994,7402,140,1512,1652,548,8506,9054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030020262004,School,Pocahontas Center,Bond County CUSD 2,Pocahontas,Bond,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,54,107,1,62.7,209,451,8170,8621,154,1699,1853,605,9869,10474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030020262005,School,Sorento Elem School,Bond County CUSD 2,Sorento,Bond,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,54,107,1,62.7,139,509,11277,11786,150,1822,1972,659,13099,13758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110010260000,District,,Morrisonville CUSD 1,Morrisonville,Christian,UNIT,SMALL,,,,,,,,2,72.5,301.75,409.2831649,448.8053853,858.0885501,278.14,9849.3185,10127.4585,687.4231649,10298.12389,10985.54705,331276.2,3646165.023,2223996,59,234113,6.2,800204,21.2,391906,10.4,121993,3.2,3772212,141304.3,5.04,5080.08,9075.59,1541653,43.2,275854,7.7,1038340,29.1,709194,19.9,2517467,70.6,249129,7,189977,5.3,298614,8.4,167453,4.7,96891,2.7,9383,0.3,36127,1,3565041
030110010260002,School,Morrisonville High School,Morrisonville CUSD 1,Morrisonville,Christian,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,,,"Eligible, but Not a Participant in Title I Program",48,95,2,72.5,82.5,49.64,195.84,245.48,278.14,13698.53,13976.67,327.78,13894.37,14222.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110010261001,School,Morrisonville Jr High School,Morrisonville CUSD 1,Morrisonville,Christian,UNIT,SMALL,MIDDLE SCHL, 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",48,95,2,72.5,58.5,49.64,3.41,53.05,278.14,9586.4,9864.54,327.78,9589.81,9917.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110010262001,School,Morrisonville Elem School,Morrisonville CUSD 1,Morrisonville,Christian,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6,Commendable,All Students,Targeted Assistance Title I Program,48,95,2,72.5,160.75,724.74,740.72,1465.46,278.14,7969.51,8247.65,1002.88,8710.23,9713.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110030260000,District,,Taylorville CUSD 3,Taylorville,Christian,UNIT,LARGE,,,,,,,,2,67.1,2370.93,516.6272562,7290.344943,7806.972199,218.0133759,2005.934753,2223.948129,734.6406321,9296.279696,10030.92033,2337540.59,26120150.52,10449049,41.1,2146088,8.4,8203223,32.2,2989240,11.7,1666733,6.5,25454333,133052.88,3.37,5162.47,8125.65,11467289,42.3,642595,2.4,7165269,26.4,7866227,29,18913396,69.7,1285645,4.7,1425257,5.3,2033008,7.5,195059,0.7,547003,2,2742012,10.1,0,0,27141380
030110030260006,School,Taylorville Sr High School,Taylorville CUSD 3,Taylorville,Christian,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",48,95,2,67.1,749.445,447.2199,10228.5581,10675.778,2.8787,1836.3573,1839.236,450.0986,12064.9154,12515.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110030261005,School,Taylorville Jr High School,Taylorville CUSD 3,Taylorville,Christian,UNIT,LARGE,MIDDLE SCHL, 5 6 7 8,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",48,95,2,67.1,757.58,545.5035,6306.8876,6852.3911,2.4089,1289.448,1291.8569,547.9124,7596.3356,8144.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110030262001,School,Memorial Elem School,Taylorville CUSD 3,Taylorville,Christian,UNIT,LARGE,ELEMENTARY, 3 4,Underperforming,CWD,Targeted Assistance Title I Program,48,95,2,67.1,307.62,480.6328,5746.5894,6227.2222,648.6421,1568.2722,2216.9143,1129.2749,7314.8616,8444.1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110030262003,School,North Elem School,Taylorville CUSD 3,Taylorville,Christian,UNIT,LARGE,ELEMENTARY,PK K 1 2,Underperforming,CWD,Targeted Assistance Title I Program,48,95,2,67.1,481.71,639.2039,4472.3394,5111.5433,556.6235,3558.8862,4115.5097,1195.8274,8031.2256,9227.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110030262005,School,Stonington Elem School,Taylorville CUSD 3,Stonington,Christian,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4,,,Targeted Assistance Title I Program,48,95,2,67.1,45.5,454.827,12695.1213,13149.9483,580.3856,4195.052,4775.4376,1035.2126,16890.1733,17925.3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110040260000,District,,Edinburg CUSD 4,Edinburg,Christian,UNIT,SMALL,,,,,,,,2,74.6,226.65,0,4243.553461,4243.553461,48.85845577,7678.07285,7726.931306,48.85845577,11921.62631,11970.48477,484617.57,3197727.942,1862465,59.2,221746,7,546289,17.4,281522,8.9,233611,7.4,3145633,195409.7,3.93,4707.79,9022.61,1089713,40,218354,8,1023293,37.6,391844,14.4,2008614,73.8,274046,10.1,134980,5,60657,2.2,35613,1.3,62407,2.3,696,0,146191,5.4,2723204
030110040260002,School,Edinburg High School,Edinburg CUSD 4,Edinburg,Christian,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,,,"Eligible, but Not a Participant in Title I Program",48,96,2,74.6,78.65,0,5313.68,5313.68,48.86,7709.91,7758.77,48.86,13023.59,13072.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110040261001,School,Edinburg Jr High School,Edinburg CUSD 4,Edinburg,Christian,UNIT,SMALL,MIDDLE SCHL, 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",48,96,2,74.6,35,0,6190.08,6190.08,48.85,7678.02,7726.87,48.85,13868.1,13916.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110040262001,School,Edinburg Elem School,Edinburg CUSD 4,Edinburg,Christian,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6,Commendable,All Students,Targeted Assistance Title I Program,48,96,2,74.6,113,0,2895.82,2895.82,48.86,7655.93,7704.79,48.86,10551.75,10600.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110080260000,District,,Pana CUSD 8,Pana,Christian,UNIT,MEDIUM,,,,,,,,1,62.7,1233.82,821.3457879,6221.200692,7042.54648,258.3921532,2661.770045,2920.162198,1079.737941,8882.970737,9962.708678,2175124.4,14467313.62,5534317,36.6,1001183,6.6,6417729,42.5,914592,6.1,1239082,8.2,15106903,91094.19,4.99,5452.93,9160.82,6420884,47.1,855882,6.3,3977964,29.2,2384728,17.5,10430427,76.5,683559,5,795752,5.8,617950,4.5,626185,4.6,460125,3.4,3255,0,22205,0.2,13639458
030110080260006,School,Pana Sr High School,Pana CUSD 8,Pana,Christian,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",48,95,1,62.7,400,551.33,7342.16,7893.49,251.95,2548.4,2800.35,803.28,9890.56,10693.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110080261005,School,Pana Jr High School,Pana CUSD 8,Pana,Christian,UNIT,MEDIUM,MIDDLE SCHL, 6 7 8,Commendable,All Students,Schoolwide Title I Program,48,95,1,62.7,302.2,833.1,5834.26,6667.36,259.81,2686.8,2946.61,1092.91,8521.06,9613.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110080262001,School,Lincoln Elem School,Pana CUSD 8,Pana,Christian,UNIT,MEDIUM,ELEMENTARY, 3 4 5,Commendable,All Students,Schoolwide Title I Program,48,95,1,62.7,281.12,1070,5078.38,6148.38,264.37,2766.93,3031.3,1334.37,7845.31,9179.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110080262003,School,Washington Elem School,Pana CUSD 8,Pana,Christian,UNIT,MEDIUM,ELEMENTARY,PK K 1 2,Commendable,All Students,Schoolwide Title I Program,48,95,1,62.7,250.5,959.28,6180.56,7139.84,260.26,2694.59,2954.85,1219.54,8875.15,10094.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110140240000,District,,South Fork SD 14,Kincaid,Christian,UNIT,SMALL,,,,,,,,1,64.7,325.5,973.0152688,5491.381813,6464.397081,0,3194.643441,3194.643441,973.0152688,8686.025253,9659.040522,299711.28,3443728.97,910006,25.1,191519,5.3,1843670,50.8,357501,9.9,324842,9,3627538,63486.59,4.85,5216.51,8505.41,1479455,46.2,190026,5.9,1051160,32.9,478728,15,2475025,77.4,106727,3.3,110046,3.4,142097,4.4,64699,2,92855,2.9,6849,0.2,201071,6.3,3199369
030110140240001,School,South Fork Jr Sr High School,South Fork SD 14,Kincaid,Christian,UNIT,SMALL,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,48,96,1,64.7,155,534.1394839,6759.201032,7293.340516,0,3574.188227,3574.188227,534.1394839,10333.38926,10867.52874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110140242001,School,South Fork Elementary School,South Fork SD 14,Kincaid,Christian,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,48,96,1,64.7,170.5,1371.993255,4338.818886,5710.812141,0,2849.602726,2849.602726,1371.993255,7188.421612,8560.414867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030250100260000,District,,Altamont CUSD 10,Altamont,Effingham,UNIT,MEDIUM,,,,,,,,2,66.5,677,353.0878213,6653.397806,7006.485628,0,2429.27,2429.27,353.0878213,9082.667806,9435.755628,642019.16,7030025.72,3089163,40.4,344905,4.5,3216741,42.1,472545,6.2,525638,6.9,7648992,114597.52,4.2,5600.68,10223.3,3458588,46.1,589405,7.9,2050071,27.3,1402783,18.7,5451318,72.7,534899,7.1,358962,4.8,527939,7,314428,4.2,200239,2.7,113062,1.5,0,0,7500847
030250100260001,School,Altamont High School,Altamont CUSD 10,Altamont,Effingham,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",54,107,2,66.5,229.5,32.19,9177.82,9210.01,0,2429.27,2429.27,32.19,11607.09,11639.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
